Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12°4'14.03'',Longitud:77°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/03/22,23:00,23.2,0.0,84,238,1.1
2024/03/23,00:00,23.0,0.0,84,247,1.3
2024/03/23,01:00,23.0,0.0,84,238,1.1
2024/03/23,02:00,22.2,0.0,89,250,0.9
2024/03/23,03:00,21.7,0.0,92,241,1.1
2024/03/23,04:00,21.8,0.0,91,236,0.8
2024/03/23,05:00,22.1,0.0,90,239,0.9
2024/03/23,06:00,22.0,0.0,91,245,0.4
2024/03/23,07:00,21.9,0.0,92,230,1.1
2024/03/23,08:00,23.6,0.0,86,223,0.4
2024/03/23,09:00,24.3,0.0,82,215,0.6
2024/03/23,10:00,25.5,0.0,77,221,1.4
2024/03/23,11:00,27.0,0.0,71,215,1.4
2024/03/23,12:00,26.3,0.0,73,219,1.8
2024/03/23,13:00,25.5,0.0,76,237,1.9
2024/03/23,14:00,27.4,0.0,72,238,1.5
2024/03/23,15:00,26.5,0.0,72,239,1.8
2024/03/23,16:00,25.4,0.0,76,233,2.1
2024/03/23,17:00,25.0,0.0,76,234,2.1
2024/03/23,18:00,23.8,0.0,80,232,1.7
2024/03/23,19:00,23.5,0.0,81,236,1.3
2024/03/23,20:00,23.3,0.0,81,233,1.2
2024/03/23,21:00,23.3,0.0,82,236,0.9
2024/03/23,22:00,22.8,0.0,83,236,1.3
2024/03/23,23:00,22.5,0.0,84,236,1.1
2024/03/24,00:00,22.4,0.0,84,246,0.7
2024/03/24,01:00,22.5,0.0,84,233,0.9
2024/03/24,02:00,22.3,0.0,86,242,1.2
2024/03/24,03:00,22.0,0.0,88,241,0.5
2024/03/24,04:00,21.8,0.0,89,266,0.2
2024/03/24,05:00,21.5,0.0,91,239,1.1
2024/03/24,06:00,21.6,0.0,90,233,0.8
2024/03/24,07:00,21.3,0.0,92,235,1.3
2024/03/24,08:00,21.8,0.0,92,239,0.8
2024/03/24,09:00,22.8,0.0,87,235,1.2
2024/03/24,10:00,25.6,0.0,74,233,0.9
2024/03/24,11:00,26.7,0.0,74,223,0.8
2024/03/24,12:00,26.5,0.0,72,219,1.8
2024/03/24,13:00,27.0,0.0,70,226,1.7
2024/03/24,14:00,25.9,0.0,73,222,2.5
2024/03/24,15:00,25.3,0.0,74,232,1.6
2024/03/24,16:00,25.0,0.0,76,235,1.9
2024/03/24,17:00,23.1,0.0,81,252,1.6
2024/03/24,18:00,23.2,0.0,81,238,1.5
2024/03/24,19:00,23.0,0.0,80,233,1.6
2024/03/24,20:00,22.7,0.0,82,232,1.4
2024/03/24,21:00,22.4,0.0,84,233,1.5
2024/03/24,22:00,22.3,0.0,84,236,1.6
2024/03/24,23:00,22.2,0.0,85,239,1.0
2024/03/25,00:00,21.8,0.0,87,274,0.2
2024/03/25,01:00,22.0,0.0,86,232,0.9
2024/03/25,02:00,21.9,0.0,86,239,0.7
2024/03/25,03:00,21.9,0.0,87,230,1.0
2024/03/25,04:00,21.4,0.0,92,230,1.2
2024/03/25,05:00,21.2,0.0,94,238,0.9
2024/03/25,06:00,21.3,0.0,92,221,0.6
2024/03/25,07:00,21.6,0.0,91,304,0.1
2024/03/25,08:00,22.5,0.0,88,222,0.4
2024/03/25,09:00,23.9,0.0,82,216,0.8
2024/03/25,10:00,24.9,0.0,77,214,1.4
2024/03/25,11:00,25.3,0.0,76,221,1.5
2024/03/25,12:00,26.7,0.0,70,224,1.8
2024/03/25,13:00,26.2,0.0,72,235,2.3
2024/03/25,14:00,26.2,0.0,73,242,1.9
2024/03/25,15:00,25.5,0.0,77,233,2.5
2024/03/25,16:00,25.3,0.0,77,232,2.3
2024/03/25,17:00,24.1,0.0,81,232,1.7
2024/03/25,18:00,24.0,0.0,78,230,1.5
2024/03/25,19:00,23.5,0.0,79,230,1.8
2024/03/25,20:00,23.1,0.0,79,264,0.4
2024/03/25,21:00,23.2,0.0,80,239,1.0
2024/03/25,22:00,23.0,0.0,82,234,1.4
2024/03/25,23:00,22.8,0.0,82,261,0.8
2024/03/26,00:00,22.4,0.0,85,241,1.2
2024/03/26,01:00,22.4,0.0,83,241,0.8
2024/03/26,02:00,22.2,0.0,84,237,0.6
2024/03/26,03:00,22.1,0.0,85,236,0.6
2024/03/26,04:00,21.6,0.0,86,241,0.6
2024/03/26,05:00,21.2,0.1,91,229,1.0
2024/03/26,06:00,21.1,0.0,90,230,1.1
2024/03/26,07:00,21.5,0.0,88,234,1.0
2024/03/26,08:00,22.6,0.0,85,238,1.3
2024/03/26,09:00,24.6,0.0,77,241,0.9
2024/03/26,10:00,24.6,0.0,77,236,1.5
2024/03/26,11:00,24.3,0.0,77,239,1.7
2024/03/26,12:00,25.2,0.0,76,222,1.1
2024/03/26,13:00,25.8,0.0,73,225,1.7
2024/03/26,14:00,24.5,0.0,78,230,1.6
2024/03/26,15:00,24.1,0.0,79,239,1.4
2024/03/26,16:00,23.4,0.0,84,239,1.1
2024/03/26,17:00,22.7,0.0,87,236,1.5
2024/03/26,18:00,22.8,0.0,86,234,1.2
2024/03/26,19:00,22.8,0.0,85,221,1.6
2024/03/26,20:00,22.8,0.0,83,236,1.0
2024/03/26,21:00,22.7,0.0,84,235,1.1
2024/03/26,22:00,22.5,0.0,84,240,1.0
2024/03/26,23:00,22.6,0.0,84,238,0.5
2024/03/27,00:00,22.9,0.0,83,234,1.0
2024/03/27,01:00,23.2,0.0,82,224,0.7
2024/03/27,02:00,22.4,0.0,86,225,0.9
2024/03/27,03:00,21.7,0.0,90,233,0.8
2024/03/27,04:00,21.6,0.0,90,231,1.1
2024/03/27,05:00,21.5,0.0,92,234,0.8
2024/03/27,06:00,21.5,0.0,93,238,0.8
2024/03/27,07:00,21.7,0.0,91,229,0.6
2024/03/27,08:00,23.2,0.0,85,232,0.9
2024/03/27,09:00,24.1,0.0,81,232,1.5
2024/03/27,10:00,25.4,0.0,76,234,1.6
2024/03/27,11:00,25.2,0.0,76,238,1.9
2024/03/27,12:00,25.2,0.0,78,233,2.3
2024/03/27,13:00,26.1,0.0,73,230,2.4
2024/03/27,14:00,26.5,0.0,74,231,2.3
2024/03/27,15:00,26.2,0.0,74,233,2.7
2024/03/27,16:00,26.6,0.0,70,238,2.0
2024/03/27,17:00,25.6,0.0,74,240,2.1
2024/03/27,18:00,24.3,0.0,75,253,1.5
2024/03/27,19:00,23.9,0.0,77,263,0.7
2024/03/27,20:00,23.6,0.0,79,243,1.3
2024/03/27,21:00,22.8,0.0,83,246,0.9
2024/03/27,22:00,22.7,0.0,84,236,1.3
2024/03/27,23:00,22.6,0.0,83,244,0.6
2024/03/28,00:00,21.8,0.0,89,231,1.5
2024/03/28,01:00,21.5,0.0,91,253,0.7
2024/03/28,02:00,21.4,0.0,92,240,0.8
2024/03/28,03:00,21.1,0.0,92,228,0.8
2024/03/28,04:00,21.3,0.0,92,237,0.8
2024/03/28,05:00,21.2,0.0,92,219,0.3
2024/03/28,06:00,20.9,0.0,93,223,0.2
2024/03/28,07:00,20.1,0.0,97,214,0.6
2024/03/28,08:00,20.7,0.0,97,213,0.9
2024/03/28,09:00,24.3,0.0,82,206,0.3
2024/03/28,10:00,25.2,0.0,76,214,1.5
2024/03/28,11:00,26.0,0.0,74,239,1.4
2024/03/28,12:00,26.1,0.0,70,213,1.4
2024/03/28,13:00,26.8,0.0,66,223,1.4
2024/03/28,14:00,25.8,0.0,76,234,1.8
2024/03/28,15:00,25.0,0.0,79,232,1.4
2024/03/28,16:00,24.6,0.0,79,233,2.2
2024/03/28,17:00,23.5,0.0,85,238,1.7
2024/03/28,18:00,22.5,0.0,87,228,1.7
2024/03/28,19:00,22.7,0.0,84,232,1.4
2024/03/28,20:00,22.5,0.0,87,235,1.2
2024/03/28,21:00,22.3,0.0,89,237,1.0
2024/03/28,22:00,22.3,0.0,89,242,0.7
2024/03/28,23:00,22.0,0.0,90,236,1.4
2024/03/29,00:00,22.1,0.0,88,255,1.2
2024/03/29,01:00,22.2,0.0,87,235,0.8
2024/03/29,02:00,21.9,0.0,88,234,1.0
2024/03/29,03:00,21.8,0.0,88,215,0.8
2024/03/29,04:00,21.7,0.0,89,238,0.8
2024/03/29,05:00,21.7,0.0,89,242,0.5
2024/03/29,06:00,21.6,0.0,89,247,0.5
2024/03/29,07:00,21.8,0.0,89,231,1.0
2024/03/29,08:00,22.3,0.0,87,242,1.1
2024/03/29,09:00,24.1,0.0,80,236,1.1
2024/03/29,10:00,24.9,0.0,78,231,1.1
2024/03/29,11:00,25.2,0.0,78,240,1.1
2024/03/29,12:00,25.5,0.0,74,238,1.2
2024/03/29,13:00,26.0,0.0,74,243,1.6
2024/03/29,14:00,26.1,0.0,76,238,1.9
2024/03/29,15:00,25.2,0.0,78,241,1.5
2024/03/29,16:00,24.2,0.0,81,234,1.8
2024/03/29,17:00,24.3,0.0,79,232,1.9
2024/03/29,18:00,22.5,0.0,85,226,2.1
2024/03/29,19:00,22.2,0.0,85,230,2.0
2024/03/29,20:00,22.9,0.0,81,255,1.1
2024/03/29,21:00,22.7,0.0,82,239,0.9
2024/03/29,22:00,22.4,0.0,84,235,1.0
2024/03/29,23:00,21.8,S/D,90,S/D,S/D
2024/03/30,00:00,21.3,0.0,93,248,0.8
2024/03/30,01:00,21.0,0.0,94,24,0.0
2024/03/30,02:00,20.8,0.0,93,78,0.0
2024/03/30,03:00,20.6,0.0,95,300,0.0
2024/03/30,04:00,21.1,0.0,93,220,0.8
2024/03/30,05:00,20.0,0.0,97,235,0.4
2024/03/30,06:00,19.9,0.0,99,215,0.1
2024/03/30,07:00,20.0,0.0,99,257,0.2
2024/03/30,08:00,21.7,0.0,92,218,0.9
2024/03/30,09:00,24.0,0.0,82,217,1.3
2024/03/30,10:00,25.2,0.0,77,221,1.4
2024/03/30,11:00,25.0,0.0,77,224,1.9
2024/03/30,12:00,24.6,0.0,79,257,1.3
2024/03/30,13:00,25.1,0.0,77,249,1.1
2024/03/30,14:00,24.9,0.0,79,236,2.0
2024/03/30,15:00,25.7,0.0,76,229,1.5
2024/03/30,16:00,24.7,0.0,78,228,1.7
2024/03/30,17:00,23.7,0.0,79,239,1.9
2024/03/30,18:00,24.2,0.0,74,242,1.2
2024/03/30,19:00,23.7,0.0,76,235,1.5
2024/03/30,20:00,23.2,0.0,79,249,1.0
2024/03/30,21:00,23.4,0.0,79,244,0.8
2024/03/30,22:00,23.3,0.0,79,246,0.6
2024/03/30,23:00,22.9,0.0,83,226,1.8
2024/03/31,00:00,22.8,0.0,83,230,1.3
2024/03/31,01:00,21.9,0.0,88,232,1.5
2024/03/31,02:00,21.5,0.0,90,238,1.0
2024/03/31,03:00,21.6,0.0,89,233,0.2
2024/03/31,04:00,21.5,0.0,90,221,0.9
2024/03/31,05:00,20.9,0.0,93,233,0.7
2024/03/31,06:00,20.8,0.0,93,250,0.3
2024/03/31,07:00,21.4,0.0,91,232,0.7
2024/03/31,08:00,23.1,0.0,84,227,0.7
2024/03/31,09:00,24.5,0.0,77,217,0.7
2024/03/31,10:00,25.3,0.0,73,213,1.3
2024/03/31,11:00,27.4,0.0,64,239,0.8
2024/03/31,12:00,28.0,0.0,63,234,2.3
2024/03/31,13:00,27.8,0.0,64,242,1.8
2024/03/31,14:00,26.9,0.0,67,245,1.5
2024/03/31,15:00,26.0,0.0,73,246,1.7
2024/03/31,16:00,25.1,0.0,75,235,1.9
2024/03/31,17:00,25.1,0.0,70,236,1.9
2024/03/31,18:00,23.1,0.0,79,232,2.0
2024/03/31,19:00,22.4,0.0,83,262,1.3
2024/03/31,20:00,22.4,0.0,84,263,1.2
2024/03/31,21:00,22.2,0.0,85,255,1.0
2024/03/31,22:00,21.9,0.0,87,255,0.9
2024/03/31,23:00,21.6,0.0,88,243,1.0
2024/04/01,00:00,21.6,0.0,88,241,0.4
2024/04/01,01:00,21.3,0.0,90,248,1.5
2024/04/01,02:00,21.2,0.0,91,247,0.3
2024/04/01,03:00,20.9,0.0,93,254,0.2
2024/04/01,04:00,20.9,0.0,92,230,0.7
2024/04/01,05:00,20.6,0.0,94,228,1.0
2024/04/01,06:00,20.3,0.0,95,248,0.3
2024/04/01,07:00,20.7,0.0,94,254,0.3
2024/04/01,08:00,22.2,0.0,86,223,0.4
2024/04/01,09:00,24.1,0.0,79,201,0.9
2024/04/01,10:00,24.7,0.0,75,208,1.4
2024/04/01,11:00,25.6,0.0,73,216,1.6
2024/04/01,12:00,24.5,0.0,73,215,2.2
2024/04/01,13:00,24.6,0.0,73,234,2.1
2024/04/01,14:00,24.8,0.0,71,231,2.4
2024/04/01,15:00,24.7,0.0,73,235,1.8
2024/04/01,16:00,23.9,0.0,74,244,1.6
2024/04/01,17:00,23.4,0.0,75,237,2.3
2024/04/01,18:00,22.9,0.0,74,242,1.9
2024/04/01,19:00,22.7,0.0,74,240,1.9
2024/04/01,20:00,22.6,0.0,74,253,1.4
2024/04/01,21:00,22.2,0.0,77,249,1.6
2024/04/01,22:00,21.9,0.0,79,232,1.2
2024/04/01,23:00,21.9,0.0,79,258,0.9
2024/04/02,00:00,21.9,0.0,79,248,1.0
2024/04/02,01:00,22.2,0.0,76,244,1.2
2024/04/02,02:00,22.2,0.0,75,254,0.9
2024/04/02,03:00,22.2,0.0,77,247,1.0
2024/04/02,04:00,22.1,0.0,79,243,1.1
2024/04/02,05:00,21.5,0.0,83,233,1.3
2024/04/02,06:00,21.4,0.0,85,235,0.9
2024/04/02,07:00,21.7,0.0,83,244,1.1
2024/04/02,08:00,22.1,0.0,82,241,1.2
2024/04/02,09:00,23.4,0.0,75,240,1.7
2024/04/02,10:00,24.1,0.0,74,241,2.3
2024/04/02,11:00,25.5,0.0,69,233,2.4
2024/04/02,12:00,25.1,0.0,68,234,3.0
2024/04/02,13:00,25.8,0.0,66,237,2.9
2024/04/02,14:00,26.0,0.0,64,232,2.7
2024/04/02,15:00,25.3,0.0,66,233,3.0
2024/04/02,16:00,25.0,0.0,67,233,2.6
2024/04/02,17:00,24.0,0.0,72,232,2.5
2024/04/02,18:00,23.1,0.0,73,236,2.1
2024/04/02,19:00,22.7,0.0,75,236,1.7
2024/04/02,20:00,22.6,0.0,77,235,1.6
2024/04/02,21:00,22.5,0.0,77,229,1.3
2024/04/02,22:00,22.5,0.0,75,225,1.5
2024/04/02,23:00,21.9,0.0,77,230,1.5
2024/04/03,00:00,21.5,0.0,81,232,1.3
2024/04/03,01:00,21.5,0.0,80,231,1.3
2024/04/03,02:00,21.5,0.0,78,246,0.5
2024/04/03,03:00,21.3,0.0,78,255,0.6
2024/04/03,04:00,21.2,0.0,79,258,0.7
2024/04/03,05:00,21.1,0.0,80,247,1.0
2024/04/03,06:00,21.2,0.0,81,246,0.7
2024/04/03,07:00,21.5,0.0,81,229,0.4
2024/04/03,08:00,21.8,0.0,80,247,1.1
2024/04/03,09:00,24.1,0.0,74,241,0.8
2024/04/03,10:00,24.9,0.0,73,235,2.1
2024/04/03,11:00,26.1,0.0,66,250,1.2
2024/04/03,12:00,26.4,0.0,68,246,1.7
2024/04/03,13:00,24.8,0.0,73,240,1.7
2024/04/03,14:00,25.0,0.0,71,233,2.4
2024/04/03,15:00,25.3,0.0,69,234,2.1
2024/04/03,16:00,24.8,0.0,73,233,2.2
2024/04/03,17:00,25.2,0.0,68,233,1.9
2024/04/03,18:00,23.6,0.0,75,234,1.6
2024/04/03,19:00,23.3,0.0,71,230,1.4
2024/04/03,20:00,23.0,0.0,74,229,1.4
2024/04/03,21:00,22.7,0.0,74,241,1.1
2024/04/03,22:00,22.1,0.0,78,227,1.7
2024/04/03,23:00,21.6,0.0,80,239,1.1
2024/04/04,00:00,21.5,0.0,82,230,1.2
2024/04/04,01:00,21.4,0.0,83,244,0.7
2024/04/04,02:00,21.3,0.0,85,268,0.5
2024/04/04,03:00,21.3,0.0,85,239,1.0
2024/04/04,04:00,21.2,0.0,88,254,0.5
2024/04/04,05:00,21.0,0.0,89,268,0.3
2024/04/04,06:00,20.9,0.0,89,244,0.7
2024/04/04,07:00,21.4,0.0,87,238,0.8
2024/04/04,08:00,22.4,0.0,82,245,1.0
2024/04/04,09:00,24.5,0.0,74,234,1.3
2024/04/04,10:00,26.2,0.0,69,240,1.5
2024/04/04,11:00,26.9,0.0,65,244,0.3
2024/04/04,12:00,27.2,0.0,63,224,1.9
2024/04/04,13:00,27.5,0.0,60,265,1.0
2024/04/04,14:00,27.1,0.0,64,231,2.5
2024/04/04,15:00,26.9,0.0,65,237,2.2
2024/04/04,16:00,25.1,0.0,69,244,1.6
2024/04/04,17:00,23.5,0.0,79,237,1.6
2024/04/04,18:00,23.2,0.0,79,240,1.3
2024/04/04,19:00,22.7,0.0,80,227,1.8
2024/04/04,20:00,22.3,0.0,81,255,1.2
2024/04/04,21:00,22.5,0.0,80,245,0.9
2024/04/04,22:00,22.3,0.0,82,246,1.2
2024/04/04,23:00,22.0,0.0,87,246,0.8
2024/04/05,00:00,21.8,0.0,88,238,1.0
2024/04/05,01:00,21.8,0.0,88,227,1.1
2024/04/05,02:00,21.5,0.0,90,248,0.7
2024/04/05,03:00,21.4,0.0,90,231,0.9
2024/04/05,04:00,21.2,0.0,92,233,0.7
2024/04/05,05:00,21.5,0.0,90,230,0.9
2024/04/05,06:00,21.6,0.0,87,216,0.9
2024/04/05,07:00,21.8,0.0,88,231,0.3
2024/04/05,08:00,22.3,0.0,88,227,0.8
2024/04/05,09:00,23.9,0.0,81,237,1.6
2024/04/05,10:00,24.3,0.0,79,244,1.5
2024/04/05,11:00,25.1,0.0,77,249,1.4
2024/04/05,12:00,24.8,0.0,77,231,2.6
2024/04/05,13:00,25.4,0.0,73,232,2.3
2024/04/05,14:00,26.0,0.0,72,237,2.1
2024/04/05,15:00,24.5,0.0,77,237,2.2
2024/04/05,16:00,25.3,0.0,76,241,1.9
2024/04/05,17:00,24.0,0.0,78,234,2.0
2024/04/05,18:00,23.6,0.0,78,236,2.0
2024/04/05,19:00,22.9,0.0,82,247,1.2
2024/04/05,20:00,22.5,0.0,83,234,1.2
2024/04/05,21:00,21.9,0.0,86,253,1.0
2024/04/05,22:00,21.7,0.0,87,266,0.6
2024/04/05,23:00,21.6,0.0,89,252,1.0
2024/04/06,00:00,21.6,0.0,90,238,1.3
2024/04/06,01:00,21.5,0.0,88,270,0.5
2024/04/06,02:00,21.3,0.0,90,248,0.6
2024/04/06,03:00,20.7,0.0,93,237,0.7
2024/04/06,04:00,20.2,0.0,96,229,0.9
2024/04/06,05:00,20.2,0.0,96,247,0.5
2024/04/06,06:00,20.4,0.0,96,341,0.2
2024/04/06,07:00,20.8,0.0,93,241,0.4
2024/04/06,08:00,20.7,0.0,94,207,0.8
2024/04/06,09:00,21.3,0.0,90,213,1.1
2024/04/06,10:00,23.5,0.0,81,260,0.8
2024/04/06,11:00,25.0,0.0,73,237,1.0
2024/04/06,12:00,25.8,0.0,73,241,1.2
2024/04/06,13:00,26.8,0.0,69,232,1.1
2024/04/06,14:00,26.8,0.0,67,228,2.0
2024/04/06,15:00,24.8,0.0,76,237,2.3
2024/04/06,16:00,24.9,0.0,75,234,2.1
2024/04/06,17:00,24.0,0.0,77,237,2.2
2024/04/06,18:00,22.9,0.0,81,235,1.7
2024/04/06,19:00,22.4,0.0,82,230,1.6
2024/04/06,20:00,21.8,0.0,85,236,1.7
2024/04/06,21:00,21.6,0.0,87,252,1.0
2024/04/06,22:00,21.6,0.0,87,254,0.6
2024/04/06,23:00,21.5,0.0,88,238,1.4
2024/04/07,00:00,21.3,0.0,90,246,0.7
2024/04/07,01:00,21.0,0.0,91,235,1.3
2024/04/07,02:00,20.9,0.0,90,232,1.5
2024/04/07,03:00,20.8,0.0,91,243,0.8
2024/04/07,04:00,21.0,0.0,90,238,0.8
2024/04/07,05:00,20.6,0.0,91,264,0.4
2024/04/07,06:00,20.4,0.0,93,217,0.9
2024/04/07,07:00,20.4,0.0,94,227,1.1
2024/04/07,08:00,21.4,0.0,92,248,0.5
2024/04/07,09:00,23.9,0.0,82,227,0.5
2024/04/07,10:00,25.3,0.0,75,210,1.2
2024/04/07,11:00,26.1,0.0,73,245,1.1
2024/04/07,12:00,26.1,0.0,70,210,1.6
2024/04/07,13:00,25.5,0.0,71,214,1.9
2024/04/07,14:00,25.9,0.0,70,219,2.0
2024/04/07,15:00,26.4,0.0,70,237,2.1
2024/04/07,16:00,25.2,0.0,73,251,1.0
2024/04/07,17:00,23.9,0.0,78,238,2.0
2024/04/07,18:00,21.8,0.0,87,242,1.4
2024/04/07,19:00,21.8,0.0,85,239,1.8
2024/04/07,20:00,21.6,0.0,83,303,0.6
2024/04/07,21:00,21.5,0.0,85,243,1.4
2024/04/07,22:00,21.5,0.0,85,355,0.1
2024/04/07,23:00,21.3,0.0,88,249,1.0
2024/04/08,00:00,21.1,0.0,89,245,0.8
2024/04/08,01:00,20.8,0.0,91,229,1.1
2024/04/08,02:00,20.4,0.0,93,244,0.5
2024/04/08,03:00,20.5,0.0,93,218,0.5
2024/04/08,04:00,20.4,0.0,92,221,0.3
2024/04/08,05:00,20.3,0.0,93,217,0.3
2024/04/08,06:00,20.4,0.0,92,207,0.7
2024/04/08,07:00,20.9,0.0,91,242,0.1
2024/04/08,08:00,22.9,0.0,83,307,0.5
2024/04/08,09:00,24.3,0.0,78,250,0.9
2024/04/08,10:00,23.7,0.0,81,214,1.6
2024/04/08,11:00,24.3,0.0,78,229,1.6
2024/04/08,12:00,25.2,0.0,74,218,1.6
2024/04/08,13:00,26.8,0.0,67,217,1.7
2024/04/08,14:00,26.7,0.0,67,242,1.4
2024/04/08,15:00,27.4,0.0,64,238,1.4
2024/04/08,16:00,25.5,0.0,72,239,1.8
2024/04/08,17:00,23.6,0.0,80,239,1.3
2024/04/08,18:00,22.7,0.0,81,234,2.0
2024/04/08,19:00,23.2,0.0,76,249,0.8
2024/04/08,20:00,23.4,0.0,75,245,1.0
2024/04/08,21:00,22.7,0.0,79,242,0.8
2024/04/08,22:00,22.8,0.0,80,237,0.8
2024/04/08,23:00,21.5,0.0,85,245,0.8
2024/04/09,00:00,21.5,0.0,86,245,1.1
2024/04/09,01:00,21.3,0.0,86,257,0.6
2024/04/09,02:00,21.3,0.0,87,233,1.0
2024/04/09,03:00,20.9,0.0,90,231,0.8
2024/04/09,04:00,20.5,0.0,92,222,0.2
2024/04/09,05:00,20.2,0.0,94,233,1.0
2024/04/09,06:00,19.9,0.0,97,230,0.8
2024/04/09,07:00,20.8,0.0,94,235,0.1
2024/04/09,08:00,23.3,0.0,82,201,0.7
2024/04/09,09:00,23.5,0.0,80,212,1.3
2024/04/09,10:00,24.0,0.0,78,219,1.6
2024/04/09,11:00,25.7,0.0,73,236,1.1
2024/04/09,12:00,25.9,0.0,71,226,1.5
2024/04/09,13:00,25.9,0.0,70,233,2.2
2024/04/09,14:00,26.5,0.0,69,244,1.3
2024/04/09,15:00,26.4,0.0,68,242,1.7
2024/04/09,16:00,25.7,0.0,72,243,1.2
2024/04/09,17:00,24.3,0.0,78,233,1.5
2024/04/09,18:00,23.3,0.0,80,236,1.5
2024/04/09,19:00,22.9,0.0,79,236,1.1
2024/04/09,20:00,22.2,0.0,82,234,1.8
2024/04/09,21:00,21.7,0.0,84,237,1.1
2024/04/09,22:00,21.1,0.0,87,231,1.9
2024/04/09,23:00,20.9,0.0,87,246,1.0
2024/04/10,00:00,20.8,0.0,88,240,1.3
2024/04/10,01:00,20.4,0.0,90,236,1.2
2024/04/10,02:00,20.4,0.0,90,241,0.8
2024/04/10,03:00,20.1,0.0,92,239,0.9
2024/04/10,04:00,20.5,0.0,90,227,0.8
2024/04/10,05:00,19.9,0.0,92,219,1.0
2024/04/10,06:00,19.5,0.0,95,235,1.3
2024/04/10,07:00,19.9,0.0,95,299,0.2
2024/04/10,08:00,23.9,0.0,76,197,0.1
2024/04/10,09:00,25.0,0.0,74,231,1.2
2024/04/10,10:00,25.4,0.0,72,216,1.5
2024/04/10,11:00,25.3,0.0,71,211,1.5
2024/04/10,12:00,24.6,0.0,73,216,2.3
2024/04/10,13:00,25.4,0.0,70,217,1.9
2024/04/10,14:00,27.2,0.0,66,220,1.1
2024/04/10,15:00,25.3,0.0,72,223,2.1
2024/04/10,16:00,25.1,0.0,75,230,1.6
2024/04/10,17:00,23.2,0.0,82,229,2.6
2024/04/10,18:00,21.4,0.0,88,234,1.9
2024/04/10,19:00,22.0,0.0,83,294,0.2
2024/04/10,20:00,22.1,0.0,83,232,1.1
2024/04/10,21:00,22.2,0.0,82,230,1.2
2024/04/10,22:00,21.7,0.0,85,237,1.2
2024/04/10,23:00,21.6,0.0,85,237,1.1
2024/04/11,00:00,21.5,0.0,85,240,1.1
2024/04/11,01:00,21.2,0.0,88,234,1.1
2024/04/11,02:00,20.7,0.0,91,237,1.5
2024/04/11,03:00,20.5,0.0,92,230,1.3
2024/04/11,04:00,20.4,0.0,93,236,0.8
2024/04/11,05:00,20.3,0.0,93,251,0.4
2024/04/11,06:00,20.5,0.0,93,221,0.6
2024/04/11,07:00,19.8,0.0,96,242,0.5
2024/04/11,08:00,20.5,0.0,97,227,0.9
2024/04/11,09:00,21.8,0.0,89,233,0.6
2024/04/11,10:00,22.1,0.0,86,226,2.1
2024/04/11,11:00,22.2,0.0,85,244,1.1
2024/04/11,12:00,26.2,0.0,69,225,0.7
2024/04/11,13:00,27.5,0.0,61,249,0.5
2024/04/11,14:00,27.4,0.0,59,241,1.9
2024/04/11,15:00,26.5,0.0,62,237,1.5
2024/04/11,16:00,27.0,0.0,65,228,1.7
2024/04/11,17:00,23.6,0.0,79,237,1.9
2024/04/11,18:00,21.5,0.0,89,237,0.9
2024/04/11,19:00,21.0,0.0,91,234,1.4
2024/04/11,20:00,22.1,0.0,82,244,0.9
2024/04/11,21:00,22.1,0.0,82,230,1.4
2024/04/11,22:00,21.3,0.0,89,230,1.3
2024/04/11,23:00,21.5,0.0,88,22,0.0
2024/04/12,00:00,22.9,0.0,80,232,0.9
2024/04/12,01:00,21.3,0.0,89,238,1.2
2024/04/12,02:00,21.7,0.0,86,222,0.8
2024/04/12,03:00,20.3,0.0,93,232,0.9
2024/04/12,04:00,21.1,0.0,89,201,0.5
2024/04/12,05:00,21.2,0.0,88,213,0.5
2024/04/12,06:00,19.9,0.0,94,216,0.9
2024/04/12,07:00,19.9,0.0,96,279,0.2
2024/04/12,08:00,21.9,0.0,85,225,1.1
2024/04/12,09:00,24.6,0.0,74,251,0.5
2024/04/12,10:00,25.4,0.0,68,222,1.3
2024/04/12,11:00,26.3,0.0,66,250,0.9
2024/04/12,12:00,26.3,0.0,68,253,1.0
2024/04/12,13:00,24.8,0.0,73,238,2.0
2024/04/12,14:00,26.6,0.0,67,235,2.3
2024/04/12,15:00,24.3,0.0,78,235,1.9
2024/04/12,16:00,25.0,0.0,73,233,1.9
2024/04/12,17:00,24.8,0.0,72,237,1.5
2024/04/12,18:00,23.3,0.0,76,236,1.8
2024/04/12,19:00,22.5,0.0,80,233,1.6
2024/04/12,20:00,22.0,0.0,82,239,0.9
2024/04/12,21:00,21.6,0.0,84,264,0.8
2024/04/12,22:00,21.9,0.0,81,249,0.8
2024/04/12,23:00,21.5,0.0,85,232,1.3
2024/04/13,00:00,20.7,0.0,90,243,0.6
2024/04/13,01:00,20.5,0.0,91,243,0.9
