Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12°4'14.03'',Longitud:77°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/05/04,05:00,18.1,0.0,94,261,0.2
2024/05/04,06:00,18.2,0.0,93,296,0.4
2024/05/04,07:00,18.0,0.0,95,333,0.5
2024/05/04,08:00,18.0,0.0,96,299,1.3
2024/05/04,09:00,18.6,0.0,95,286,0.5
2024/05/04,10:00,19.2,0.0,90,27,0.6
2024/05/04,11:00,21.5,0.0,80,38,0.5
2024/05/04,12:00,23.1,0.0,73,338,0.6
2024/05/04,13:00,24.0,0.0,71,218,1.1
2024/05/04,14:00,23.2,0.0,72,229,1.8
2024/05/04,15:00,23.1,0.0,74,224,1.9
2024/05/04,16:00,21.9,0.0,80,229,1.0
2024/05/04,17:00,20.6,0.0,82,241,1.4
2024/05/04,18:00,19.3,0.0,86,236,0.9
2024/05/04,19:00,18.9,0.0,89,235,1.0
2024/05/04,20:00,18.9,0.0,88,254,0.8
2024/05/04,21:00,18.8,0.0,89,243,1.3
2024/05/04,22:00,18.7,0.0,90,246,0.9
2024/05/04,23:00,18.7,0.0,91,245,0.9
2024/05/05,00:00,18.6,0.0,91,237,0.7
2024/05/05,01:00,18.3,0.0,92,237,1.1
2024/05/05,02:00,17.6,0.0,96,237,0.6
2024/05/05,03:00,17.8,0.0,96,233,0.8
2024/05/05,04:00,17.4,0.0,96,222,1.4
2024/05/05,05:00,17.1,0.0,98,236,0.6
2024/05/05,06:00,16.8,0.0,100,232,0.7
2024/05/05,07:00,16.9,0.0,100,209,0.9
2024/05/05,08:00,17.2,0.0,100,213,0.4
2024/05/05,09:00,17.3,0.0,99,208,0.9
2024/05/05,10:00,18.2,0.0,96,198,0.3
2024/05/05,11:00,18.9,0.0,90,224,1.6
2024/05/05,12:00,19.4,0.0,89,236,1.3
2024/05/05,13:00,20.8,0.0,81,235,1.4
2024/05/05,14:00,20.6,0.0,82,234,1.7
2024/05/05,15:00,20.6,0.0,85,226,1.4
2024/05/05,16:00,19.6,0.0,86,234,1.4
2024/05/05,17:00,17.3,0.0,96,242,1.2
2024/05/05,18:00,17.2,0.0,96,239,1.7
2024/05/05,19:00,17.6,0.0,94,338,0.2
2024/05/05,20:00,17.6,0.0,93,246,0.7
2024/05/05,21:00,17.9,0.0,90,240,0.8
2024/05/05,22:00,18.1,0.0,90,260,0.6
2024/05/05,23:00,17.9,0.0,91,261,0.8
2024/05/06,00:00,17.6,0.0,93,251,0.6
2024/05/06,01:00,17.5,0.0,93,238,1.3
2024/05/06,02:00,17.3,0.0,94,241,1.0
2024/05/06,03:00,17.1,0.0,95,341,0.3
2024/05/06,04:00,17.2,0.0,95,255,0.2
2024/05/06,05:00,17.0,0.0,95,212,0.1
2024/05/06,06:00,17.2,0.0,95,240,0.4
2024/05/06,07:00,16.7,0.0,98,220,1.2
2024/05/06,08:00,16.6,0.0,99,250,0.1
2024/05/06,09:00,17.9,0.0,98,145,0.1
2024/05/06,10:00,21.1,0.0,81,232,0.9
2024/05/06,11:00,22.5,0.0,75,198,0.9
2024/05/06,12:00,23.1,0.0,71,207,1.8
2024/05/06,13:00,21.5,0.0,77,226,1.7
2024/05/06,14:00,19.6,0.0,86,242,1.5
2024/05/06,15:00,18.8,0.0,91,237,1.6
2024/05/06,16:00,20.1,0.0,84,233,2.4
2024/05/06,17:00,18.9,0.0,89,233,1.8
2024/05/06,18:00,18.6,0.0,87,254,0.7
2024/05/06,19:00,18.9,0.0,85,246,0.8
2024/05/06,20:00,19.1,0.0,84,233,1.5
2024/05/06,21:00,18.7,0.0,87,233,1.3
2024/05/06,22:00,18.3,0.0,91,247,1.1
2024/05/06,23:00,18.5,0.0,89,262,0.7
2024/05/07,00:00,18.1,0.0,91,252,0.6
2024/05/07,01:00,17.7,0.0,93,262,0.2
2024/05/07,02:00,17.4,0.0,94,228,0.9
2024/05/07,03:00,17.0,0.0,97,236,1.0
2024/05/07,04:00,16.9,0.0,99,236,0.4
2024/05/07,05:00,17.1,0.0,97,237,0.4
2024/05/07,06:00,17.0,0.0,97,234,0.8
2024/05/07,07:00,16.9,0.0,98,230,0.8
2024/05/07,08:00,17.0,0.0,98,234,0.6
2024/05/07,09:00,17.8,0.0,96,222,0.3
2024/05/07,10:00,20.9,0.0,82,246,1.0
2024/05/07,11:00,20.8,0.0,81,222,1.5
2024/05/07,12:00,22.3,0.0,75,231,1.5
2024/05/07,13:00,22.2,0.0,78,238,1.4
2024/05/07,14:00,21.2,0.0,81,238,1.8
2024/05/07,15:00,20.9,0.0,82,239,1.8
2024/05/07,16:00,19.5,0.0,89,231,2.7
2024/05/07,17:00,18.7,0.0,91,231,1.5
2024/05/07,18:00,19.0,0.0,87,241,1.7
2024/05/07,19:00,19.0,0.0,86,244,1.4
2024/05/07,20:00,18.5,0.0,91,246,1.3
2024/05/07,21:00,18.2,0.0,92,237,1.5
2024/05/07,22:00,17.9,0.0,95,245,1.5
2024/05/07,23:00,17.9,0.0,95,243,0.8
2024/05/08,00:00,17.3,0.0,97,241,1.1
2024/05/08,01:00,17.1,0.0,97,257,0.7
2024/05/08,02:00,17.1,0.0,97,285,0.3
2024/05/08,03:00,17.3,0.0,97,287,0.0
2024/05/08,04:00,17.7,0.0,94,208,0.5
2024/05/08,05:00,17.3,0.0,94,222,0.7
2024/05/08,06:00,16.9,0.0,97,196,0.3
2024/05/08,07:00,17.2,0.0,97,237,0.7
2024/05/08,08:00,17.2,0.0,96,222,0.4
2024/05/08,09:00,18.5,0.0,91,211,0.5
2024/05/08,10:00,18.6,0.0,92,223,1.6
2024/05/08,11:00,18.9,0.0,90,219,0.8
2024/05/08,12:00,22.1,0.0,76,258,0.9
2024/05/08,13:00,23.5,0.0,71,234,1.2
2024/05/08,14:00,21.7,0.0,76,218,1.7
2024/05/08,15:00,20.4,0.0,83,217,1.5
2024/05/08,16:00,20.6,0.0,81,217,1.3
2024/05/08,17:00,18.8,0.0,88,220,1.3
2024/05/08,18:00,17.2,0.0,95,226,1.3
2024/05/08,19:00,16.8,0.0,97,232,0.9
2024/05/08,20:00,17.0,0.0,95,222,0.6
2024/05/08,21:00,17.6,0.0,91,230,0.8
2024/05/08,22:00,16.7,0.0,95,286,0.1
2024/05/08,23:00,17.0,0.0,95,207,0.3
2024/05/09,00:00,17.0,0.0,95,300,0.3
2024/05/09,01:00,16.9,0.0,96,228,0.4
2024/05/09,02:00,16.8,0.0,97,221,0.4
2024/05/09,03:00,16.5,0.0,98,209,0.6
2024/05/09,04:00,16.3,0.0,99,213,0.5
2024/05/09,05:00,16.4,0.0,99,300,0.5
2024/05/09,06:00,16.3,0.0,99,293,0.5
2024/05/09,07:00,16.3,0.0,99,330,0.5
2024/05/09,08:00,16.5,0.0,99,234,0.4
2024/05/09,09:00,16.9,0.0,96,227,0.5
2024/05/09,10:00,17.9,0.0,91,213,0.6
2024/05/09,11:00,19.9,0.0,80,203,1.0
2024/05/09,12:00,22.6,0.0,72,259,1.1
2024/05/09,13:00,21.7,0.0,75,213,1.8
2024/05/09,14:00,20.9,0.0,78,213,1.7
2024/05/09,15:00,20.2,0.0,82,228,1.8
2024/05/09,16:00,20.2,0.0,82,223,1.6
2024/05/09,17:00,18.3,0.0,89,242,0.9
2024/05/09,18:00,17.6,0.0,90,231,1.3
2024/05/09,19:00,17.2,0.0,94,236,1.5
2024/05/09,20:00,17.2,0.0,93,266,0.2
2024/05/09,21:00,17.4,0.0,92,242,1.1
2024/05/09,22:00,17.3,0.0,91,246,0.9
2024/05/09,23:00,17.5,0.0,90,344,0.1
2024/05/10,00:00,17.8,0.0,89,229,0.8
2024/05/10,01:00,17.2,0.0,93,230,1.0
2024/05/10,02:00,16.8,0.0,95,231,1.3
2024/05/10,03:00,17.0,0.0,95,77,0.2
2024/05/10,04:00,17.7,0.0,91,227,0.4
2024/05/10,05:00,17.5,0.0,92,200,0.1
2024/05/10,06:00,17.2,0.0,92,225,1.2
2024/05/10,07:00,16.8,0.0,97,289,0.0
2024/05/10,08:00,18.7,0.0,87,230,1.5
2024/05/10,09:00,19.5,0.0,84,197,0.4
2024/05/10,10:00,20.0,0.0,80,237,1.2
2024/05/10,11:00,22.2,0.0,74,241,1.2
2024/05/10,12:00,22.4,0.0,73,232,1.8
2024/05/10,13:00,22.3,0.0,73,226,2.3
2024/05/10,14:00,22.6,0.0,73,232,2.2
2024/05/10,15:00,22.0,0.0,74,228,2.1
2024/05/10,16:00,21.8,0.0,72,240,1.8
2024/05/10,17:00,20.1,0.0,77,259,1.3
2024/05/10,18:00,18.9,0.0,81,247,1.1
2024/05/10,19:00,19.3,0.0,80,248,0.7
2024/05/10,20:00,18.8,0.0,83,239,1.4
2024/05/10,21:00,18.5,0.0,84,238,0.9
2024/05/10,22:00,18.6,0.0,84,230,0.6
2024/05/10,23:00,18.9,0.0,84,233,0.6
2024/05/11,00:00,17.4,0.0,91,243,0.5
2024/05/11,01:00,17.5,0.0,91,221,0.5
2024/05/11,02:00,17.4,0.0,91,226,0.6
2024/05/11,03:00,17.1,0.0,92,217,0.4
2024/05/11,04:00,16.4,0.0,97,308,0.2
2024/05/11,05:00,16.5,0.0,96,206,0.6
2024/05/11,06:00,16.4,0.0,96,219,0.2
2024/05/11,07:00,16.6,0.0,96,230,0.2
2024/05/11,08:00,18.4,0.0,87,224,0.6
2024/05/11,09:00,20.6,0.0,78,223,0.6
2024/05/11,10:00,20.5,0.0,80,217,1.6
2024/05/11,11:00,19.9,0.0,81,224,2.0
2024/05/11,12:00,21.0,0.0,75,221,1.6
2024/05/11,13:00,21.5,0.0,74,222,1.2
2024/05/11,14:00,21.6,0.0,73,239,1.5
2024/05/11,15:00,21.7,0.0,74,223,2.1
2024/05/11,16:00,19.2,0.0,82,231,2.6
2024/05/11,17:00,18.8,0.0,83,229,2.1
2024/05/11,18:00,18.5,0.0,83,230,1.2
2024/05/11,19:00,18.0,0.0,86,233,1.6
2024/05/11,20:00,17.6,0.0,89,230,1.5
2024/05/11,21:00,17.5,0.0,90,226,1.1
2024/05/11,22:00,17.4,0.0,90,229,1.0
2024/05/11,23:00,17.0,0.0,92,227,1.5
2024/05/12,00:00,16.7,0.0,94,236,0.9
2024/05/12,01:00,16.5,0.0,94,248,0.8
2024/05/12,02:00,16.5,0.0,95,220,0.7
2024/05/12,03:00,16.8,0.0,93,47,0.1
2024/05/12,04:00,17.0,0.0,92,46,0.2
2024/05/12,05:00,16.7,0.0,92,208,0.7
2024/05/12,06:00,16.6,0.0,93,320,0.5
2024/05/12,07:00,16.5,0.0,94,310,0.8
2024/05/12,08:00,16.9,0.0,93,327,0.5
2024/05/12,09:00,17.5,0.0,91,35,0.5
2024/05/12,10:00,19.0,0.0,85,267,0.5
2024/05/12,11:00,19.7,0.0,80,306,1.7
2024/05/12,12:00,20.6,0.0,77,279,1.2
2024/05/12,13:00,22.0,0.0,70,298,1.1
2024/05/12,14:00,22.7,0.0,70,304,1.3
2024/05/12,15:00,22.0,0.0,72,275,1.2
2024/05/12,16:00,20.4,0.0,77,223,1.2
2024/05/12,17:00,18.6,0.0,84,215,1.0
2024/05/12,18:00,16.8,0.0,92,217,1.2
2024/05/12,19:00,16.8,0.0,92,226,0.7
2024/05/12,20:00,16.8,0.0,92,266,0.4
2024/05/12,21:00,17.5,0.0,89,232,0.7
2024/05/12,22:00,17.0,0.0,91,226,0.7
2024/05/12,23:00,16.4,0.0,96,236,1.0
2024/05/13,00:00,16.5,0.0,96,236,1.3
2024/05/13,01:00,16.2,0.0,98,229,0.8
2024/05/13,02:00,16.0,0.0,99,235,0.6
2024/05/13,03:00,16.1,0.0,99,219,0.4
2024/05/13,04:00,15.9,0.0,98,200,0.0
2024/05/13,05:00,16.1,0.0,97,51,0.1
2024/05/13,06:00,16.0,0.0,97,72,0.0
2024/05/13,07:00,16.5,0.0,95,262,0.2
2024/05/13,08:00,17.1,0.0,93,48,0.2
2024/05/13,09:00,18.2,0.0,90,320,0.5
2024/05/13,10:00,18.4,0.0,87,211,1.0
2024/05/13,11:00,18.7,0.0,88,268,0.7
2024/05/13,12:00,20.2,0.0,81,296,0.6
2024/05/13,13:00,22.5,0.0,73,260,0.9
2024/05/13,14:00,21.9,0.0,72,225,1.6
2024/05/13,15:00,22.8,0.0,69,244,0.7
2024/05/13,16:00,22.6,0.0,69,236,1.6
2024/05/13,17:00,20.7,0.0,77,240,0.9
2024/05/13,18:00,18.3,0.0,87,243,0.9
2024/05/13,19:00,18.4,0.0,86,239,0.7
2024/05/13,20:00,18.2,0.0,86,212,1.0
2024/05/13,21:00,18.0,0.0,88,237,0.1
2024/05/13,22:00,18.2,0.0,86,218,0.3
2024/05/13,23:00,17.7,0.0,90,229,1.0
2024/05/14,00:00,17.2,0.0,92,236,0.7
2024/05/14,01:00,16.9,0.0,92,229,0.8
2024/05/14,02:00,16.8,0.0,92,238,0.0
2024/05/14,03:00,16.8,0.0,92,218,0.8
2024/05/14,04:00,16.6,0.0,92,35,0.1
2024/05/14,05:00,16.6,0.0,92,347,0.2
2024/05/14,06:00,16.6,0.0,92,319,0.1
2024/05/14,07:00,16.6,0.0,93,312,0.3
2024/05/14,08:00,18.1,0.0,88,316,0.5
2024/05/14,09:00,18.9,0.0,85,315,0.8
2024/05/14,10:00,20.1,0.0,80,304,1.3
2024/05/14,11:00,19.3,0.0,83,294,2.2
2024/05/14,12:00,20.2,0.0,80,305,1.7
2024/05/14,13:00,20.1,0.0,79,323,1.0
2024/05/14,14:00,20.2,0.0,78,262,1.2
2024/05/14,15:00,19.7,0.0,80,315,1.5
2024/05/14,16:00,19.9,0.0,79,274,0.8
2024/05/14,17:00,19.5,0.0,80,318,0.7
2024/05/14,18:00,18.3,0.0,85,212,1.3
2024/05/14,19:00,18.0,0.0,86,224,0.5
2024/05/14,20:00,17.5,0.0,89,219,1.1
2024/05/14,21:00,17.1,0.0,91,235,0.3
2024/05/14,22:00,17.3,0.0,90,51,0.0
2024/05/14,23:00,17.6,0.0,88,197,0.2
2024/05/15,00:00,16.9,0.0,91,211,0.9
2024/05/15,01:00,16.9,0.0,92,304,0.2
2024/05/15,02:00,17.0,0.0,92,220,0.3
2024/05/15,03:00,16.8,0.0,93,214,0.6
2024/05/15,04:00,16.8,0.0,93,225,0.3
2024/05/15,05:00,16.8,0.0,93,232,0.1
2024/05/15,06:00,16.6,0.0,94,213,0.6
2024/05/15,07:00,16.5,0.0,93,208,1.1
2024/05/15,08:00,16.7,0.0,92,231,0.7
2024/05/15,09:00,17.6,0.0,89,237,0.9
2024/05/15,10:00,19.0,0.0,83,254,0.4
2024/05/15,11:00,20.8,0.0,76,211,1.2
2024/05/15,12:00,21.5,0.0,73,221,1.5
2024/05/15,13:00,21.1,0.0,76,229,1.7
2024/05/15,14:00,20.1,0.0,79,249,1.5
2024/05/15,15:00,20.4,0.0,79,240,2.1
2024/05/15,16:00,19.1,0.0,85,236,1.7
2024/05/15,17:00,18.7,0.0,86,236,1.4
2024/05/15,18:00,18.0,0.0,87,232,1.3
2024/05/15,19:00,17.8,0.0,85,257,0.5
2024/05/15,20:00,17.8,0.0,87,229,1.4
2024/05/15,21:00,17.4,0.0,89,234,1.1
2024/05/15,22:00,17.3,0.0,90,231,1.2
2024/05/15,23:00,16.9,0.0,93,231,1.1
2024/05/16,00:00,17.1,0.0,91,233,0.8
2024/05/16,01:00,16.9,0.0,92,238,0.8
2024/05/16,02:00,16.6,0.0,94,230,1.0
2024/05/16,03:00,16.5,0.0,94,19,0.0
2024/05/16,04:00,16.3,0.0,96,91,0.0
2024/05/16,05:00,16.4,0.0,96,175,0.0
2024/05/16,06:00,16.5,0.0,96,224,0.5
2024/05/16,07:00,17.0,0.0,93,217,0.5
2024/05/16,08:00,18.8,0.0,86,239,0.1
2024/05/16,09:00,20.1,0.0,81,240,1.4
2024/05/16,10:00,21.6,0.0,75,237,1.3
2024/05/16,11:00,22.1,0.0,74,232,2.3
2024/05/16,12:00,21.5,0.0,76,234,1.9
2024/05/16,13:00,21.5,0.0,77,242,1.8
2024/05/16,14:00,21.9,0.0,76,237,1.5
2024/05/16,15:00,21.1,0.0,78,232,2.2
2024/05/16,16:00,20.6,0.0,81,238,2.2
2024/05/16,17:00,19.6,0.0,83,234,2.0
2024/05/16,18:00,18.4,0.0,88,233,1.5
2024/05/16,19:00,18.5,0.0,87,233,1.3
2024/05/16,20:00,18.4,0.0,87,229,1.4
2024/05/16,21:00,17.9,0.0,90,231,1.4
2024/05/16,22:00,17.2,0.0,93,235,1.2
2024/05/16,23:00,16.9,0.0,94,231,1.1
2024/05/17,00:00,16.8,0.0,95,233,1.1
2024/05/17,01:00,16.9,0.0,94,235,0.5
2024/05/17,02:00,16.5,0.0,96,230,0.6
2024/05/17,03:00,16.2,0.0,99,241,0.2
2024/05/17,04:00,16.0,0.0,99,223,0.8
2024/05/17,05:00,15.7,0.0,100,235,0.6
2024/05/17,06:00,15.9,0.0,100,216,0.5
2024/05/17,07:00,15.6,0.0,100,209,0.8
2024/05/17,08:00,15.8,0.0,100,243,0.6
2024/05/17,09:00,16.8,0.0,97,239,0.7
2024/05/17,10:00,18.4,0.0,89,252,1.0
2024/05/17,11:00,19.5,0.0,87,261,0.8
2024/05/17,12:00,21.3,0.0,78,240,1.5
2024/05/17,13:00,20.1,0.0,84,225,2.0
2024/05/17,14:00,18.9,0.0,89,231,2.1
2024/05/17,15:00,17.8,0.0,92,247,1.5
2024/05/17,16:00,17.1,0.0,95,247,1.1
2024/05/17,17:00,17.5,0.0,93,244,1.3
2024/05/17,18:00,17.4,0.0,93,249,0.6
2024/05/17,19:00,17.0,0.0,95,226,1.5
2024/05/17,20:00,16.5,0.0,97,262,0.8
2024/05/17,21:00,16.8,0.0,96,259,0.6
2024/05/17,22:00,17.1,0.0,94,243,0.6
2024/05/17,23:00,16.7,0.0,96,240,1.2
2024/05/18,00:00,16.5,0.0,97,234,0.3
2024/05/18,01:00,16.4,0.0,98,241,0.9
2024/05/18,02:00,16.4,0.0,99,241,0.2
2024/05/18,03:00,16.4,0.0,98,240,0.2
2024/05/18,04:00,16.7,0.0,97,210,0.4
2024/05/18,05:00,16.3,0.0,98,213,0.9
2024/05/18,06:00,15.9,0.0,100,221,0.7
2024/05/18,07:00,15.8,0.0,100,228,0.6
2024/05/18,08:00,16.0,0.0,100,240,0.6
2024/05/18,09:00,16.5,0.0,100,240,0.6
2024/05/18,10:00,17.5,0.0,95,229,0.5
2024/05/18,11:00,20.7,0.0,82,232,1.4
2024/05/18,12:00,21.3,0.0,78,225,1.4
2024/05/18,13:00,20.2,0.0,81,231,1.7
2024/05/18,14:00,18.4,0.0,90,239,1.4
2024/05/18,15:00,18.3,0.0,89,235,1.1
2024/05/18,16:00,16.9,0.0,96,235,1.9
2024/05/18,17:00,16.7,0.0,96,233,1.3
2024/05/18,18:00,16.9,0.0,94,233,1.2
2024/05/18,19:00,16.6,0.0,95,237,1.3
2024/05/18,20:00,16.6,0.0,95,72,0.5
2024/05/18,21:00,16.5,0.0,95,235,1.0
2024/05/18,22:00,16.3,0.0,97,246,0.7
2024/05/18,23:00,16.1,0.0,97,278,0.3
2024/05/19,00:00,16.0,0.0,97,84,0.3
2024/05/19,01:00,16.4,0.0,96,305,0.1
2024/05/19,02:00,16.4,0.0,96,284,0.4
2024/05/19,03:00,16.2,0.0,97,198,0.6
2024/05/19,04:00,16.0,0.0,98,270,0.3
2024/05/19,05:00,15.8,0.0,99,234,0.2
2024/05/19,06:00,15.8,0.0,99,296,0.3
2024/05/19,07:00,15.7,0.0,98,297,0.1
2024/05/19,08:00,16.1,0.0,98,275,0.1
2024/05/19,09:00,16.7,0.0,95,215,0.5
2024/05/19,10:00,17.6,0.0,90,302,0.3
2024/05/19,11:00,18.5,0.0,86,236,0.5
2024/05/19,12:00,18.7,0.0,84,216,1.0
2024/05/19,13:00,18.7,0.0,85,310,0.7
2024/05/19,14:00,18.6,0.0,85,275,1.4
2024/05/19,15:00,18.2,0.0,87,303,1.0
2024/05/19,16:00,16.9,0.0,92,246,0.9
2024/05/19,17:00,16.2,0.0,97,239,1.0
2024/05/19,18:00,16.1,0.0,98,238,0.4
2024/05/19,19:00,16.0,0.0,97,229,1.4
2024/05/19,20:00,16.1,0.0,97,239,1.0
2024/05/19,21:00,15.9,0.0,96,234,1.0
2024/05/19,22:00,15.9,0.0,96,245,1.1
2024/05/19,23:00,15.8,0.0,96,231,1.0
2024/05/20,00:00,15.7,0.0,98,229,0.8
2024/05/20,01:00,15.4,0.0,99,220,0.2
2024/05/20,02:00,15.4,0.0,99,303,0.0
2024/05/20,03:00,15.5,0.0,99,315,0.2
2024/05/20,04:00,15.3,0.0,99,192,0.4
2024/05/20,05:00,15.1,0.0,99,203,0.2
2024/05/20,06:00,15.2,0.0,99,276,0.2
2024/05/20,07:00,15.3,0.0,100,310,0.3
2024/05/20,08:00,15.6,0.1,99,340,0.3
2024/05/20,09:00,15.7,0.0,98,337,0.5
2024/05/20,10:00,15.9,0.0,95,353,0.4
2024/05/20,11:00,16.8,0.0,90,356,0.5
2024/05/20,12:00,17.1,0.0,86,357,0.6
2024/05/20,13:00,18.3,0.0,84,22,0.5
2024/05/20,14:00,17.7,0.0,83,212,1.5
2024/05/20,15:00,17.4,0.0,85,204,1.0
2024/05/20,16:00,17.1,0.0,87,224,1.4
2024/05/20,17:00,16.7,0.0,90,284,0.8
2024/05/20,18:00,16.7,0.0,92,218,1.0
2024/05/20,19:00,16.6,0.0,92,200,0.7
2024/05/20,20:00,16.7,0.0,91,249,0.5
2024/05/20,21:00,16.5,0.0,91,232,0.7
2024/05/20,22:00,16.3,0.0,93,242,0.6
2024/05/20,23:00,16.2,0.0,94,258,0.1
2024/05/21,00:00,15.8,0.0,95,225,0.7
2024/05/21,01:00,15.6,0.0,97,220,0.8
2024/05/21,02:00,15.6,0.0,98,183,0.1
2024/05/21,03:00,15.5,0.0,98,272,0.3
2024/05/21,04:00,15.3,0.1,98,202,0.7
2024/05/21,05:00,15.1,0.1,99,271,0.2
2024/05/21,06:00,15.1,0.1,99,220,0.5
2024/05/21,07:00,14.9,0.1,99,231,0.8
2024/05/21,08:00,15.1,0.1,99,219,0.7
2024/05/21,09:00,15.1,0.0,99,224,1.0
2024/05/21,10:00,15.4,0.0,98,232,0.8
2024/05/21,11:00,15.5,0.1,97,223,0.9
2024/05/21,12:00,15.9,0.0,97,54,0.1
2024/05/21,13:00,16.4,0.0,93,315,0.4
2024/05/21,14:00,17.7,0.0,88,202,0.5
2024/05/21,15:00,17.5,0.0,85,224,0.7
2024/05/21,16:00,16.7,0.0,90,233,1.1
2024/05/21,17:00,16.6,0.0,89,220,0.6
2024/05/21,18:00,15.9,0.0,92,235,1.0
2024/05/21,19:00,15.8,0.0,93,233,1.0
2024/05/21,20:00,15.8,0.0,95,232,0.9
2024/05/21,21:00,15.9,0.0,96,238,0.8
2024/05/21,22:00,15.9,0.0,95,232,1.0
2024/05/21,23:00,16.1,0.0,93,247,0.7
2024/05/22,00:00,16.0,0.0,94,236,1.2
2024/05/22,01:00,16.0,0.0,93,243,0.7
2024/05/22,02:00,15.9,0.0,93,236,0.5
2024/05/22,03:00,16.2,0.0,94,223,1.0
2024/05/22,04:00,15.7,0.0,95,232,0.7
2024/05/22,05:00,15.7,0.0,95,232,0.7
2024/05/22,06:00,15.4,0.0,97,239,0.8
2024/05/22,07:00,15.4,0.0,97,223,0.6
2024/05/22,08:00,15.5,0.0,97,228,1.2
2024/05/22,09:00,15.5,0.1,98,218,1.0
2024/05/22,10:00,15.3,0.0,98,236,1.0
2024/05/22,11:00,15.4,0.0,98,239,0.7
2024/05/22,12:00,16.6,0.0,94,341,0.1
2024/05/22,13:00,17.3,0.0,86,218,0.6
2024/05/22,14:00,17.5,0.1,86,224,1.4
2024/05/22,15:00,17.3,0.0,87,264,0.5
2024/05/22,16:00,17.7,0.0,83,230,1.3
2024/05/22,17:00,16.8,0.0,87,228,1.2
2024/05/22,18:00,16.3,0.0,90,238,1.0
2024/05/22,19:00,16.2,0.0,90,229,0.8
2024/05/22,20:00,16.2,0.0,91,242,0.6
2024/05/22,21:00,16.1,0.0,92,226,1.2
2024/05/22,22:00,16.3,0.0,91,236,1.2
2024/05/22,23:00,16.2,0.0,91,234,0.8
2024/05/23,00:00,16.2,0.0,93,241,0.6
2024/05/23,01:00,15.9,0.0,96,248,0.6
2024/05/23,02:00,15.9,0.0,96,210,0.1
2024/05/23,03:00,16.0,0.0,93,356,0.3
2024/05/23,04:00,16.2,0.0,93,209,0.3
2024/05/23,05:00,15.7,0.0,95,237,0.5
2024/05/23,06:00,15.4,0.0,96,219,1.0
2024/05/23,07:00,15.3,0.0,96,251,0.3
2024/05/23,08:00,15.9,0.0,97,39,0.0
2024/05/23,09:00,16.4,0.0,93,193,0.3
2024/05/23,10:00,16.5,0.0,93,224,0.9
2024/05/23,11:00,16.9,0.0,91,240,0.7
2024/05/23,12:00,18.1,0.0,86,222,1.2
2024/05/23,13:00,20.0,0.0,78,220,1.3
2024/05/23,14:00,19.7,0.0,80,214,1.8
2024/05/23,15:00,17.4,0.0,88,254,1.2
2024/05/23,16:00,16.9,0.0,90,237,1.0
2024/05/23,17:00,16.7,0.0,91,233,1.3
2024/05/23,18:00,16.1,0.0,93,234,0.9
2024/05/23,19:00,16.1,0.0,94,230,1.2
2024/05/23,20:00,16.3,0.0,93,249,0.5
2024/05/23,21:00,16.3,0.0,93,242,1.1
2024/05/23,22:00,16.4,0.0,93,234,0.6
2024/05/23,23:00,16.0,0.0,94,218,0.7
2024/05/24,00:00,15.6,0.0,96,246,0.5
2024/05/24,01:00,15.3,0.0,97,168,0.0
2024/05/24,02:00,15.3,0.0,98,243,0.5
2024/05/24,03:00,15.2,0.0,98,239,0.2
2024/05/24,04:00,15.0,0.0,99,85,0.0
2024/05/24,05:00,15.2,0.0,98,39,0.1
2024/05/24,06:00,15.4,0.0,97,75,0.0
2024/05/24,07:00,15.3,0.0,96,208,0.6
2024/05/24,08:00,15.6,0.0,96,223,0.6
2024/05/24,09:00,16.1,0.0,95,250,0.5
2024/05/24,10:00,16.6,0.0,92,225,0.7
2024/05/24,11:00,17.5,0.0,89,256,0.8
2024/05/24,12:00,18.5,0.0,83,211,1.1
2024/05/24,13:00,20.3,0.0,77,207,0.9
2024/05/24,14:00,20.7,0.0,76,202,1.1
2024/05/24,15:00,20.1,0.0,77,216,1.7
2024/05/24,16:00,20.1,0.0,79,215,1.2
2024/05/24,17:00,17.0,0.0,90,247,1.0
2024/05/24,18:00,16.5,0.0,92,244,1.0
2024/05/24,19:00,15.8,0.0,95,235,1.5
2024/05/24,20:00,15.8,0.0,96,239,0.7
2024/05/24,21:00,16.0,0.0,95,234,0.9
2024/05/24,22:00,15.9,0.0,96,230,1.4
2024/05/24,23:00,15.8,0.0,96,238,1.0
2024/05/25,00:00,15.7,0.0,98,235,0.8
2024/05/25,01:00,15.8,0.0,98,241,0.3
2024/05/25,02:00,15.9,0.0,97,195,0.2
2024/05/25,03:00,16.0,0.0,96,82,0.0
2024/05/25,04:00,16.0,0.0,96,67,0.1
2024/05/25,05:00,16.0,0.0,96,228,0.4
2024/05/25,06:00,15.6,0.0,99,233,1.2
2024/05/25,07:00,15.1,0.0,99,237,0.6
